"Vaccine","Day","Median","Measurement_type","Cell_Type","Unit","baseline_Day","baseline_Median","Normalized"
"IC",14,25.85,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,29.65,0.871838111298482
"IC",28,29.25,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,29.65,0.986509274873524
"IC",60,25.2,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,29.65,0.849915682967959
"SOL",8,25.7,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.7,1
"SOL",14,25.4,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.7,0.988326848249027
"SOL",28,29.7,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.7,1.1556420233463
"SOL",60,27.1,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.7,1.05447470817121
"TM",8,24.45,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,24.45,1
"TM",14,21.1,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,24.45,0.862985685071575
"TM",28,24.65,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,24.45,1.0081799591002
"TM",60,27.7,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,24.45,1.13292433537832
"TMd21",8,25.6,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.6,1
"TMd21",14,24.55,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.6,0.958984375
"TMd21",28,27.5,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.6,1.07421875
"TMd21",60,25.3,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.6,0.98828125
"IC",8,79.657675018423,"Cell/bead ratio","CD8","number",8,79.657675018423,1
"IC",14,102.175617814389,"Cell/bead ratio","CD8","number",8,79.657675018423,1.28268390699023
"IC",28,59.4783459542245,"Cell/bead ratio","CD8","number",8,79.657675018423,0.746674390640556
"IC",60,58.4334772586849,"Cell/bead ratio","CD8","number",8,79.657675018423,0.733557403541726
"SOL",8,120.579360561056,"Cell/bead ratio","CD8","number",8,120.579360561056,1
"SOL",14,100.275650920681,"Cell/bead ratio","CD8","number",8,120.579360561056,0.831615381389466
"SOL",28,48.3680082138773,"Cell/bead ratio","CD8","number",8,120.579360561056,0.401130077227321
"SOL",60,52.5733220091506,"Cell/bead ratio","CD8","number",8,120.579360561056,0.436005977843362
"TM",8,119.135557416937,"Cell/bead ratio","CD8","number",8,119.135557416937,1
"TM",14,136.914708442124,"Cell/bead ratio","CD8","number",8,119.135557416937,1.1492346316303
"TM",28,49.7453089347679,"Cell/bead ratio","CD8","number",8,119.135557416937,0.41755215666365
"TM",60,37.0790292818042,"Cell/bead ratio","CD8","number",8,119.135557416937,0.311233942961624
"TMd21",8,101.592274290378,"Cell/bead ratio","CD8","number",8,101.592274290378,1
"TMd21",14,131.232934338023,"Cell/bead ratio","CD8","number",8,101.592274290378,1.29176096563135
"TMd21",28,42.8957626457627,"Cell/bead ratio","CD8","number",8,101.592274290378,0.422234495146307
"TMd21",60,38.7977154916303,"Cell/bead ratio","CD8","number",8,101.592274290378,0.381896318028438
"IC",8,3850747.85665761,"Cells in total sample vol","CD8","number",8,3850747.85665761,1
"IC",14,4477487.53465565,"Cells in total sample vol","CD8","number",8,3850747.85665761,1.16275791127546
"IC",28,3568700.75725347,"Cells in total sample vol","CD8","number",8,3850747.85665761,0.926755240825102
"IC",60,3506008.6355211,"Cells in total sample vol","CD8","number",8,3850747.85665761,0.910474735306159
"SOL",8,5440226.99547134,"Cells in total sample vol","CD8","number",8,5440226.99547134,1
"SOL",14,4225448.75937278,"Cells in total sample vol","CD8","number",8,5440226.99547134,0.776704494663589
"SOL",28,2902080.49283264,"Cells in total sample vol","CD8","number",8,5440226.99547134,0.533448419569339
"SOL",60,3154399.32054903,"Cells in total sample vol","CD8","number",8,5440226.99547134,0.57982862170547
"TM",8,5499506.67586034,"Cells in total sample vol","CD8","number",8,5499506.67586034,1
"TM",14,6054012.67605634,"Cells in total sample vol","CD8","number",8,5499506.67586034,1.10082831658882
"TM",28,2984718.53608608,"Cells in total sample vol","CD8","number",8,5499506.67586034,0.542724777330896
"TM",60,2224741.75690825,"Cells in total sample vol","CD8","number",8,5499506.67586034,0.404534786124287
"TMd21",8,4442217.75915871,"Cells in total sample vol","CD8","number",8,4442217.75915871,1
"TMd21",14,5566728.18681318,"Cells in total sample vol","CD8","number",8,4442217.75915871,1.25314167126004
"TMd21",28,2573745.75874576,"Cells in total sample vol","CD8","number",8,4442217.75915871,0.579383069062599
"TMd21",60,2327862.92949782,"Cells in total sample vol","CD8","number",8,4442217.75915871,0.524031701214639
"IC",8,40354.6927729231,"Cells/µL","CD8","number",8,40354.6927729231,1
"IC",14,42934.2492284886,"Cells/µL","CD8","number",8,40354.6927729231,1.06392209377186
"IC",28,35687.0075725347,"Cells/µL","CD8","number",8,40354.6927729231,0.884333521589334
"IC",60,35060.086355211,"Cells/µL","CD8","number",8,40354.6927729231,0.868798247393308
"SOL",8,59675.7606977425,"Cells/µL","CD8","number",8,59675.7606977425,1
"SOL",14,38413.1705397526,"Cells/µL","CD8","number",8,59675.7606977425,0.643698045749515
"SOL",28,29020.8049283264,"Cells/µL","CD8","number",8,59675.7606977425,0.486308085376853
"SOL",60,31543.9932054904,"Cells/µL","CD8","number",8,59675.7606977425,0.528589712752228
"TM",8,63605.0550352398,"Cells/µL","CD8","number",8,63605.0550352398,1
"TM",14,55036.4788732394,"Cells/µL","CD8","number",8,63605.0550352398,0.865284667118783
"TM",28,29847.1853608608,"Cells/µL","CD8","number",8,63605.0550352398,0.469258069886493
"TM",60,22247.4175690825,"Cells/µL","CD8","number",8,63605.0550352398,0.34977436237979
"TMd21",8,46662.0541586074,"Cells/µL","CD8","number",8,46662.0541586074,1
"TMd21",14,52591.851075366,"Cells/µL","CD8","number",8,46662.0541586074,1.12707963727021
"TMd21",28,25737.4575874575,"Cells/µL","CD8","number",8,46662.0541586074,0.551571465327571
"TMd21",60,23278.6292949782,"Cells/µL","CD8","number",8,46662.0541586074,0.498877079347013
"IC",8,0.995,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,0.995,1
"IC",14,0.615,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,0.995,0.618090452261307
"IC",28,0.995,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,0.995,1
"IC",60,0,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,0.995,0
"SOL",8,1.255,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,1.255,1
"SOL",14,1.79,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,1.255,1.42629482071713
"SOL",28,0.39,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,1.255,0.310756972111554
"SOL",60,0,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,1.255,0
"TM",8,5.01,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,5.01,1
"TM",14,3.53,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,5.01,0.704590818363273
"TM",28,3.275,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,5.01,0.653692614770459
"TM",60,0,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,5.01,0
"TMd21",8,2.775,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.775,1
"TMd21",14,2.995,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.775,1.07927927927928
"TMd21",28,0.905,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.775,0.326126126126126
"TMd21",60,0,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.775,0
"IC",8,212.74404020377,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,212.74404020377,1
"IC",14,73.4309307471848,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,212.74404020377,0.345160929898912
"IC",28,60.3438064301386,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,212.74404020377,0.283645108799947
"IC",60,53.7114976183399,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,212.74404020377,0.252470046008782
"SOL",8,305.095223388377,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,305.095223388377,1
"SOL",14,102.687289720996,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,305.095223388377,0.336574557217104
"SOL",28,46.1379114857494,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,305.095223388377,0.151224627424
"SOL",60,44.8108507564873,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,305.095223388377,0.146874966637693
"TM",8,309.322812980459,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,309.322812980459,1
"TM",14,95.6403638666666,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,309.322812980459,0.309192726346726
"TM",28,41.6929173353372,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,309.322812980459,0.134787722035785
"TM",60,41.7135392790657,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,309.322812980459,0.134854390069513
"TMd21",8,169.649104239929,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,169.649104239929,1
"TMd21",14,52.9248114645211,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,169.649104239929,0.311966347842729
"TMd21",28,46.8276221950208,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,169.649104239929,0.276026345112875
"TMd21",60,33.6974143245682,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,169.649104239929,0.198630075151538
"IC",8,192.853737874897,"Number CD62L- CX3CR1hi TEM","CD8","number",8,192.853737874897,1
"IC",14,88.1858501749694,"Number CD62L- CX3CR1hi TEM","CD8","number",8,192.853737874897,0.457268037149351
"IC",28,60.4101472588046,"Number CD62L- CX3CR1hi TEM","CD8","number",8,192.853737874897,0.313243331057407
"IC",60,43.5695075384733,"Number CD62L- CX3CR1hi TEM","CD8","number",8,192.853737874897,0.225919953735803
"SOL",8,67.5469079333971,"Number CD62L- CX3CR1hi TEM","CD8","number",8,67.5469079333971,1
"SOL",14,26.6850146658475,"Number CD62L- CX3CR1hi TEM","CD8","number",8,67.5469079333971,0.395059011319357
"SOL",28,12.0360017331103,"Number CD62L- CX3CR1hi TEM","CD8","number",8,67.5469079333971,0.178187308662272
"SOL",60,10.8023705027048,"Number CD62L- CX3CR1hi TEM","CD8","number",8,67.5469079333971,0.159923982210351
"TM",8,80.4475817474476,"Number CD62L- CX3CR1hi TEM","CD8","number",8,80.4475817474476,1
"TM",14,147.34508888778,"Number CD62L- CX3CR1hi TEM","CD8","number",8,80.4475817474476,1.83156641489046
"TM",28,41.3311562333727,"Number CD62L- CX3CR1hi TEM","CD8","number",8,80.4475817474476,0.513765054655407
"TM",60,24.6759096372984,"Number CD62L- CX3CR1hi TEM","CD8","number",8,80.4475817474476,0.306732770597934
"TMd21",8,63.870927188838,"Number CD62L- CX3CR1hi TEM","CD8","number",8,63.870927188838,1
"TMd21",14,72.4988360426166,"Number CD62L- CX3CR1hi TEM","CD8","number",8,63.870927188838,1.13508350721557
"TMd21",28,21.4510480184986,"Number CD62L- CX3CR1hi TEM","CD8","number",8,63.870927188838,0.33584995494237
"TMd21",60,13.3022715517241,"Number CD62L- CX3CR1hi TEM","CD8","number",8,63.870927188838,0.20826802016503
"IC",8,334.23202087533,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,334.23202087533,1
"IC",14,120.542550102367,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,334.23202087533,0.360655301029131
"IC",28,96.7039508911803,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,334.23202087533,0.289331796031749
"IC",60,70.6954428066568,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,334.23202087533,0.211516067854631
"SOL",8,414.071331534258,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,414.071331534258,1
"SOL",14,138.386665126706,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,414.071331534258,0.33420972327145
"SOL",28,78.4893449905749,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,414.071331534258,0.189555129788262
"SOL",60,54.312802988285,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,414.071331534258,0.131167745390727
"TM",8,508.556107567624,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,508.556107567624,1
"TM",14,193.219323948718,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,508.556107567624,0.379937082798726
"TM",28,54.1662442654185,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,508.556107567624,0.106509868742882
"TM",60,73.6322062806326,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,508.556107567624,0.144786789864364
"TMd21",8,229.876176712231,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,229.876176712231,1
"TMd21",14,70.7106450638433,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,229.876176712231,0.307603189139351
"TMd21",28,52.0327518330702,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,229.876176712231,0.226351214715942
"TMd21",60,55.1098407411291,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,229.876176712231,0.239737068578959
"IC",60,12.4666123992497,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm cells","CD8","number",60,12.4666123992497,1
"SOL",60,15.6898510149522,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm cells","CD8","number",60,15.6898510149522,1
"TM",60,10.0682402320575,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm cells","CD8","number",60,10.0682402320575,1
"TMd21",60,19.5010179593577,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm cells","CD8","number",60,19.5010179593577,1
"IC",8,590.078841869683,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,590.078841869683,1
"IC",28,29.966213022172,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,590.078841869683,0.0507834053619397
"SOL",8,782.669632929807,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,782.669632929807,1
"SOL",28,13.7348399093432,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,782.669632929807,0.0175487067997372
"TM",8,931.016946680531,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,931.016946680531,1
"TM",28,18.0655969870598,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,931.016946680531,0.0194041548346368
"TMd21",8,391.411423930786,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,391.411423930786,1
"TMd21",28,13.1943976957529,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,391.411423930786,0.0337097920220287
"IC",8,1774.310634071,"Number of CD127+ KLRG1- memory","CD8","number",8,1774.310634071,1
"IC",14,913.56525482082,"Number of CD127+ KLRG1- memory","CD8","number",8,1774.310634071,0.51488461900537
"IC",28,304.712669013228,"Number of CD127+ KLRG1- memory","CD8","number",8,1774.310634071,0.171735807226772
"IC",60,233.923172194787,"Number of CD127+ KLRG1- memory","CD8","number",8,1774.310634071,0.131838905602494
"SOL",8,1220.22139883303,"Number of CD127+ KLRG1- memory","CD8","number",8,1220.22139883303,1
"SOL",14,477.346650062017,"Number of CD127+ KLRG1- memory","CD8","number",8,1220.22139883303,0.391196753735455
"SOL",28,111.660683947482,"Number of CD127+ KLRG1- memory","CD8","number",8,1220.22139883303,0.0915085443135731
"SOL",60,129.508354926301,"Number of CD127+ KLRG1- memory","CD8","number",8,1220.22139883303,0.106135128469438
"TM",8,1413.58656109657,"Number of CD127+ KLRG1- memory","CD8","number",8,1413.58656109657,1
"TM",14,1143.52550314479,"Number of CD127+ KLRG1- memory","CD8","number",8,1413.58656109657,0.808953292720692
"TM",28,201.066267489486,"Number of CD127+ KLRG1- memory","CD8","number",8,1413.58656109657,0.142238383572005
"TM",60,143.218944212224,"Number of CD127+ KLRG1- memory","CD8","number",8,1413.58656109657,0.101316005792475
"TMd21",8,896.205947168103,"Number of CD127+ KLRG1- memory","CD8","number",8,896.205947168103,1
"TMd21",14,524.996640987504,"Number of CD127+ KLRG1- memory","CD8","number",8,896.205947168103,0.58579910415282
"TMd21",28,109.785730530281,"Number of CD127+ KLRG1- memory","CD8","number",8,896.205947168103,0.122500560141551
"TMd21",60,80.7101293124197,"Number of CD127+ KLRG1- memory","CD8","number",8,896.205947168103,0.090057569431952
"IC",14,304.135646237261,"Number of CD62L+ CX3CR1- TCM","CD8","number",14,304.135646237261,1
"SOL",14,289.977800608246,"Number of CD62L+ CX3CR1- TCM","CD8","number",14,289.977800608246,1
"TM",14,320.668089112306,"Number of CD62L+ CX3CR1- TCM","CD8","number",14,320.668089112306,1
"TMd21",14,160.725531471071,"Number of CD62L+ CX3CR1- TCM","CD8","number",14,160.725531471071,1
"IC",14,1777939.83400143,"Number of CD8","CD8","number",14,1777939.83400143,1
"SOL",14,1853235.77332415,"Number of CD8","CD8","number",14,1853235.77332415,1
"TM",14,1889121.06848576,"Number of CD8","CD8","number",14,1889121.06848576,1
"TMd21",14,1911652.64264973,"Number of CD8","CD8","number",14,1911652.64264973,1
"IC",8,1129515.05263712,"Number of CD8 T cells","CD8","number",8,1129515.05263712,1
"IC",14,866612.355655727,"Number of CD8 T cells","CD8","number",8,1129515.05263712,0.767242856686515
"IC",28,947486.750345781,"Number of CD8 T cells","CD8","number",8,1129515.05263712,0.83884384553676
"IC",60,436445.342719604,"Number of CD8 T cells","CD8","number",8,1129515.05263712,0.386400643090694
"SOL",8,1332546.05579852,"Number of CD8 T cells","CD8","number",8,1332546.05579852,1
"SOL",14,829547.745726496,"Number of CD8 T cells","CD8","number",8,1332546.05579852,0.622528386254831
"SOL",28,882454.02600912,"Number of CD8 T cells","CD8","number",8,1332546.05579852,0.662231539517268
"SOL",60,376237.108716384,"Number of CD8 T cells","CD8","number",8,1332546.05579852,0.282344544174816
"TM",8,1372793.79509254,"Number of CD8 T cells","CD8","number",8,1372793.79509254,1
"TM",14,1070809.93472585,"Number of CD8 T cells","CD8","number",8,1372793.79509254,0.78002241746268
"TM",28,610325.40562666,"Number of CD8 T cells","CD8","number",8,1372793.79509254,0.444586366727799
"TM",60,527588.718766158,"Number of CD8 T cells","CD8","number",8,1372793.79509254,0.384317528715661
"TMd21",8,1116354.7267745,"Number of CD8 T cells","CD8","number",8,1116354.7267745,1
"TMd21",14,1177494.34926151,"Number of CD8 T cells","CD8","number",8,1116354.7267745,1.05476719990577
"TMd21",28,681683.455598456,"Number of CD8 T cells","CD8","number",8,1116354.7267745,0.610633375977237
"TMd21",60,379983.313343894,"Number of CD8 T cells","CD8","number",8,1116354.7267745,0.340378648677188
"IC",8,99.7245736120794,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,99.7245736120794,1
"IC",14,41.1530591981565,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,99.7245736120794,0.412667186306944
"IC",28,81.7014409631304,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,99.7245736120794,0.8192708978726
"IC",60,12.2535762800886,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,99.7245736120794,0.122874190746145
"SOL",8,189.54330093224,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,189.54330093224,1
"SOL",14,46.0280796518169,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,189.54330093224,0.242836752475211
"SOL",28,38.595656149229,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,189.54330093224,0.20362448031348
"SOL",60,5.59042033542876,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,189.54330093224,0.0294941594239053
"TM",8,143.047119860609,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,143.047119860609,1
"TM",14,49.57601075,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,143.047119860609,0.346571191355051
"TM",28,50.7158216839831,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,143.047119860609,0.354539271628836
"TM",60,4.61643030507321,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,143.047119860609,0.0322720954435968
"TMd21",8,66.3772454469768,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,66.3772454469768,1
"TMd21",14,24.184462285665,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,66.3772454469768,0.364348687909683
"TMd21",28,31.7172155293102,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,66.3772454469768,0.477832656593838
"TMd21",60,4.51771629987097,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,66.3772454469768,0.0680612199172952
"IC",28,16.5296415804327,"Number of CXCR5+ PD-1+ TFH like","CD8","number",28,16.5296415804327,1
"SOL",28,9.15864224186291,"Number of CXCR5+ PD-1+ TFH like","CD8","number",28,9.15864224186291,1
"TM",28,6.04164305758167,"Number of CXCR5+ PD-1+ TFH like","CD8","number",28,6.04164305758167,1
"TMd21",28,5.96345272625825,"Number of CXCR5+ PD-1+ TFH like","CD8","number",28,5.96345272625825,1
"IC",8,42.7837398676574,"Number of KLRG1+ CD127- effector","CD8","number",8,42.7837398676574,1
"IC",14,9.59618241858007,"Number of KLRG1+ CD127- effector","CD8","number",8,42.7837398676574,0.224295081455335
"IC",28,6.15097617931034,"Number of KLRG1+ CD127- effector","CD8","number",8,42.7837398676574,0.143769015947112
"IC",60,2.88971413766498,"Number of KLRG1+ CD127- effector","CD8","number",8,42.7837398676574,0.0675423454472122
"SOL",8,46.36974401692,"Number of KLRG1+ CD127- effector","CD8","number",8,46.36974401692,1
"SOL",14,13.8332317901772,"Number of KLRG1+ CD127- effector","CD8","number",8,46.36974401692,0.29832452353262
"SOL",28,3.13560914467996,"Number of KLRG1+ CD127- effector","CD8","number",8,46.36974401692,0.0676218773934961
"SOL",60,0.460746722395437,"Number of KLRG1+ CD127- effector","CD8","number",8,46.36974401692,0.00993636545043928
"TM",8,183.757758139613,"Number of KLRG1+ CD127- effector","CD8","number",8,183.757758139613,1
"TM",14,45.373129883493,"Number of KLRG1+ CD127- effector","CD8","number",8,183.757758139613,0.246918172831756
"TM",28,16.6619465996254,"Number of KLRG1+ CD127- effector","CD8","number",8,183.757758139613,0.0906734320679196
"TM",60,7.774187078327,"Number of KLRG1+ CD127- effector","CD8","number",8,183.757758139613,0.0423067148676272
"TMd21",8,36.4037304446923,"Number of KLRG1+ CD127- effector","CD8","number",8,36.4037304446923,1
"TMd21",14,23.9928727869505,"Number of KLRG1+ CD127- effector","CD8","number",8,36.4037304446923,0.659077311414624
"TMd21",28,3.14992965923474,"Number of KLRG1+ CD127- effector","CD8","number",8,36.4037304446923,0.0865276613346093
"TMd21",60,0.472107088073395,"Number of KLRG1+ CD127- effector","CD8","number",8,36.4037304446923,0.0129686458587166
"IC",8,3.8795e-05,"Number of Tscm","CD8","number",8,3.8795e-05,1
"SOL",8,0.0001525,"Number of Tscm","CD8","number",8,0.0001525,1
"TM",8,0.00010158,"Number of Tscm","CD8","number",8,0.00010158,1
"TMd21",8,4.24525e-05,"Number of Tscm","CD8","number",8,4.24525e-05,1
"IC",8,1028,"Number of bead events","CD8","number",8,1028,1
"IC",14,1055.5,"Number of bead events","CD8","number",8,1028,1.02675097276265
"IC",28,967,"Number of bead events","CD8","number",8,1028,0.940661478599222
"IC",60,982.5,"Number of bead events","CD8","number",8,1028,0.955739299610895
"SOL",8,1052.5,"Number of bead events","CD8","number",8,1052.5,1
"SOL",14,1035.5,"Number of bead events","CD8","number",8,1052.5,0.983847980997625
"SOL",28,965,"Number of bead events","CD8","number",8,1052.5,0.916864608076009
"SOL",60,974.5,"Number of bead events","CD8","number",8,1052.5,0.925890736342043
"TM",8,1052,"Number of bead events","CD8","number",8,1052,1
"TM",14,1031,"Number of bead events","CD8","number",8,1052,0.980038022813688
"TM",28,969.5,"Number of bead events","CD8","number",8,1052,0.921577946768061
"TM",60,976.5,"Number of bead events","CD8","number",8,1052,0.928231939163498
"TMd21",8,1035.5,"Number of bead events","CD8","number",8,1035.5,1
"TMd21",14,1060,"Number of bead events","CD8","number",8,1035.5,1.02366006760019
"TMd21",28,970,"Number of bead events","CD8","number",8,1035.5,0.936745533558667
"TMd21",60,980,"Number of bead events","CD8","number",8,1035.5,0.946402704007726
"IC",8,84797.5,"Number of cell events","CD8","number",8,84797.5,1
"IC",14,114264,"Number of cell events","CD8","number",8,84797.5,1.34749255579469
"IC",28,56316,"Number of cell events","CD8","number",8,84797.5,0.664123352693181
"IC",60,57294.5,"Number of cell events","CD8","number",8,84797.5,0.67566260797783
"SOL",8,145383,"Number of cell events","CD8","number",8,145383,1
"SOL",14,108788,"Number of cell events","CD8","number",8,145383,0.748285562961282
"SOL",28,46018,"Number of cell events","CD8","number",8,145383,0.316529442919736
"SOL",60,51635.5,"Number of cell events","CD8","number",8,145383,0.355168761134383
"TM",8,132131,"Number of cell events","CD8","number",8,132131,1
"TM",14,133608,"Number of cell events","CD8","number",8,132131,1.01117830032316
"TM",28,49780,"Number of cell events","CD8","number",8,132131,0.376747318948619
"TM",60,38766,"Number of cell events","CD8","number",8,132131,0.293390650188071
"TMd21",8,118898,"Number of cell events","CD8","number",8,118898,1
"TMd21",14,131609.5,"Number of cell events","CD8","number",8,118898,1.10691096570169
"TMd21",28,42556,"Number of cell events","CD8","number",8,118898,0.35792023415028
"TMd21",60,38325,"Number of cell events","CD8","number",8,118898,0.322335110767212
"IC",8,3718.28376648047,"Number of tetramer+ cells","CD8","number",8,3718.28376648047,1
"IC",14,1203.64316269614,"Number of tetramer+ cells","CD8","number",8,3718.28376648047,0.323709334275863
"IC",28,348.598263699363,"Number of tetramer+ cells","CD8","number",8,3718.28376648047,0.0937524636613
"IC",60,248.175943490074,"Number of tetramer+ cells","CD8","number",8,3718.28376648047,0.0667447562037427
"SOL",8,2221.00247962422,"Number of tetramer+ cells","CD8","number",8,2221.00247962422,1
"SOL",14,646.462149836786,"Number of tetramer+ cells","CD8","number",8,2221.00247962422,0.29106772989563
"SOL",28,133.040242846691,"Number of tetramer+ cells","CD8","number",8,2221.00247962422,0.0599009879850296
"SOL",60,150.746934343346,"Number of tetramer+ cells","CD8","number",8,2221.00247962422,0.0678733750755883
"TM",8,3939.87442044591,"Number of tetramer+ cells","CD8","number",8,3939.87442044591,1
"TM",14,1532.87600957746,"Number of tetramer+ cells","CD8","number",8,3939.87442044591,0.389067225499023
"TM",28,230.551410246961,"Number of tetramer+ cells","CD8","number",8,3939.87442044591,0.0585174514828488
"TM",60,159.516039048113,"Number of tetramer+ cells","CD8","number",8,3939.87442044591,0.0404875947873636
"TMd21",8,2267.57120774767,"Number of tetramer+ cells","CD8","number",8,2267.57120774767,1
