"Vaccine","Day","Value","Measurement_type","Cell_Type","Unit","baseline_Day","baseline_Value","normalised"
"TM",8,6.58666666666667,"CD127+ TCF1+ SLAMF6+ CD62L+ Tscm (% tetramer)","CD8","percentage",8,6.58666666666667,1
"TMd21",8,6.63166666666667,"CD127+ TCF1+ SLAMF6+ CD62L+ Tscm (% tetramer)","CD8","percentage",8,6.63166666666667,1
"IC",8,14.5894444444444,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,14.5894444444444,1
"IC",14,14.75,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,14.5894444444444,1.01100491222726
"IC",28,17.2233333333333,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,14.5894444444444,1.18053387152051
"IC",60,27.9111111111111,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,14.5894444444444,1.91310308061384
"SOL",8,28.2833333333333,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,28.2833333333333,1
"SOL",14,30.85,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,28.2833333333333,1.09074837949322
"SOL",28,36.0583333333333,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,28.2833333333333,1.27489687684149
"SOL",60,43.4444444444444,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,28.2833333333333,1.5360439992143
"TM",8,22.5238888888889,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,22.5238888888889,1
"TM",14,19.26,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,22.5238888888889,0.855092124411119
"TM",28,16.8975,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,22.5238888888889,0.750203487655082
"TM",60,27.8888888888889,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,22.5238888888889,1.23819154971265
"TMd21",8,19.4955555555556,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,19.4955555555556,1
"TMd21",14,18.6666666666667,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,19.4955555555556,0.95748318705118
"TMd21",28,25.1225,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,19.4955555555556,1.28862703750142
"TMd21",60,46.6444444444444,"CD62L+ CX3CR1- TCM (% memory)","CD8","percentage",8,19.4955555555556,2.39256810669098
"IC",8,11.5988888888889,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,11.5988888888889,1
"IC",14,12.5666666666667,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,11.5988888888889,1.08343711083437
"IC",28,20.0575,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,11.5988888888889,1.72926046556184
"IC",60,19.7166666666667,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,11.5988888888889,1.69987546699875
"SOL",8,6.34222222222222,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,6.34222222222222,1
"SOL",14,6.61166666666667,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,6.34222222222222,1.04248423265592
"SOL",28,11.4925,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,6.34222222222222,1.81206201822004
"SOL",60,9.91833333333333,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,6.34222222222222,1.56385774351787
"TM",8,9.93333333333333,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,9.93333333333333,1
"TM",14,13.2272727272727,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,9.93333333333333,1.33160463697376
"TM",28,20.8991666666667,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,9.93333333333333,2.10394295302013
"TM",60,21.4055555555556,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,9.93333333333333,2.15492170022371
"TMd21",8,9.14055555555556,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,9.14055555555556,1
"TMd21",14,10.1808333333333,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,9.14055555555556,1.11380903178752
"TMd21",28,22.4283333333333,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,9.14055555555556,2.45371664741992
"TMd21",60,12.3316666666667,"CD62L- CX3CR1hi TEM (% memory)","CD8","percentage",8,9.14055555555556,1.34911566279706
"IC",8,5.19666666666667,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,5.19666666666667,1
"IC",14,9.74083333333333,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,5.19666666666667,1.87443874278384
"IC",28,17.7575,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,5.19666666666667,3.41709429121232
"IC",60,18.5,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,5.19666666666667,3.55997434252726
"SOL",8,2.83277777777778,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,2.83277777777778,1
"SOL",14,4.62333333333333,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,2.83277777777778,1.63208472249461
"SOL",28,10.4416666666667,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,2.83277777777778,3.68601686605217
"SOL",60,9.02555555555556,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,2.83277777777778,3.186114924495
"TM",8,3.70666666666667,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,3.70666666666667,1
"TM",14,8.51090909090909,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,3.70666666666667,2.2961085676913
"TM",28,17.9541666666667,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,3.70666666666667,4.84375
"TM",60,19.6,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,3.70666666666667,5.28776978417266
"TMd21",8,4.13611111111111,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,4.13611111111111,1
"TMd21",14,6.29416666666667,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,4.13611111111111,1.52175957018133
"TMd21",28,20.1858333333333,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,4.13611111111111,4.88038952316991
"TMd21",60,11.3466666666667,"CD62L- CX3CR1hi TEM (% tetramer)","CD8","percentage",8,4.13611111111111,2.74331766286098
"IC",8,30.0277777777778,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,30.0277777777778,1
"IC",14,25.7,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,30.0277777777778,0.855874190564292
"IC",28,28.5083333333333,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,30.0277777777778,0.949398704902868
"IC",60,19.0144444444444,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,30.0277777777778,0.63322849213691
"SOL",8,26.8,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,26.8,1
"SOL",14,24.9166666666667,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,26.8,0.929726368159204
"SOL",28,29.6083333333333,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,26.8,1.10478855721393
"SOL",60,18.7494444444444,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,26.8,0.699606135986733
"TM",8,24.9333333333333,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,24.9333333333333,1
"TM",14,21.92,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,24.9333333333333,0.879144385026738
"TM",28,23.9933333333333,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,24.9333333333333,0.962299465240642
"TM",60,19.0872222222222,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,24.9333333333333,0.765530303030303
"TMd21",8,25.8444444444444,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.8444444444444,1
"TMd21",14,24.3,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.8444444444444,0.9402407566638
"TMd21",28,28.2083333333333,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.8444444444444,1.0914660361135
"TMd21",60,18.0472222222222,"CD8 T cells (% of live lymphocytes)","CD8","percentage",8,25.8444444444444,0.698301805674979
"IC",8,108.047411220314,"Cell/bead ratio","CD8","number",8,108.047411220314,1
"IC",14,101.875666327896,"Cell/bead ratio","CD8","number",8,108.047411220314,0.94287928953861
"IC",28,56.6554155901788,"Cell/bead ratio","CD8","number",8,108.047411220314,0.524356992456353
"IC",60,63.789807247656,"Cell/bead ratio","CD8","number",8,108.047411220314,0.590387187691015
"SOL",8,137.91883058107,"Cell/bead ratio","CD8","number",8,137.91883058107,1
"SOL",14,106.832758483465,"Cell/bead ratio","CD8","number",8,137.91883058107,0.774606034820368
"SOL",28,48.5743623494936,"Cell/bead ratio","CD8","number",8,137.91883058107,0.352195288669745
"SOL",60,129.896536241831,"Cell/bead ratio","CD8","number",8,137.91883058107,0.941833219543411
"TM",8,148.485643826117,"Cell/bead ratio","CD8","number",8,148.485643826117,1
"TM",14,139.286034131143,"Cell/bead ratio","CD8","number",8,148.485643826117,0.938043776772474
"TM",28,50.178267859954,"Cell/bead ratio","CD8","number",8,148.485643826117,0.337933463242514
"TM",60,392.055569251791,"Cell/bead ratio","CD8","number",8,148.485643826117,2.64036009912787
"TMd21",8,113.478319145384,"Cell/bead ratio","CD8","number",8,113.478319145384,1
"TMd21",14,127.068593869794,"Cell/bead ratio","CD8","number",8,113.478319145384,1.11976098013048
"TMd21",28,44.0739560862266,"Cell/bead ratio","CD8","number",8,113.478319145384,0.388390984446648
"TMd21",60,148.785178386572,"Cell/bead ratio","CD8","number",8,113.478319145384,1.31113308257549
"IC",8,4302026.08641131,"Cells in total sample vol","CD8","number",8,4302026.08641131,1
"IC",14,4847830.5100352,"Cells in total sample vol","CD8","number",8,4302026.08641131,1.12687148163697
"IC",28,3399324.93541073,"Cells in total sample vol","CD8","number",8,4302026.08641131,0.790168368840924
"IC",60,3827388.43485936,"Cells in total sample vol","CD8","number",8,4302026.08641131,0.889671135874518
"SOL",8,5297349.58624467,"Cells in total sample vol","CD8","number",8,5297349.58624467,1
"SOL",14,4999172.36073749,"Cells in total sample vol","CD8","number",8,5297349.58624467,0.94371199773535
"SOL",28,2914461.74096961,"Cells in total sample vol","CD8","number",8,5297349.58624467,0.550173571428518
"SOL",60,7793792.17450988,"Cells in total sample vol","CD8","number",8,5297349.58624467,1.4712625715221
"TM",8,6099440.48773518,"Cells in total sample vol","CD8","number",8,6099440.48773518,1
"TM",14,6534383.91079725,"Cells in total sample vol","CD8","number",8,6099440.48773518,1.07130874117661
"TM",28,3010696.07159724,"Cells in total sample vol","CD8","number",8,6099440.48773518,0.493602007864686
"TM",60,23523334.1551074,"Cells in total sample vol","CD8","number",8,6099440.48773518,3.85663803137491
"TMd21",8,4672273.07133442,"Cells in total sample vol","CD8","number",8,4672273.07133442,1
"TMd21",14,5776197.78814657,"Cells in total sample vol","CD8","number",8,4672273.07133442,1.23627144645826
"TMd21",28,2644437.36517359,"Cells in total sample vol","CD8","number",8,4672273.07133442,0.565985190676865
"TMd21",60,8927110.70319434,"Cells in total sample vol","CD8","number",8,4672273.07133442,1.91065688304145
"IC",8,46498.0527178389,"Cells/µL","CD8","number",8,46498.0527178389,1
"IC",14,47073.0723563092,"Cells/µL","CD8","number",8,46498.0527178389,1.01236653160423
"IC",28,33993.2493541073,"Cells/µL","CD8","number",8,46498.0527178389,0.73106823548905
"IC",60,38273.8843485936,"Cells/µL","CD8","number",8,46498.0527178389,0.823128757258901
"SOL",8,58056.2263947938,"Cells/µL","CD8","number",8,58056.2263947938,1
"SOL",14,48424.1756648522,"Cells/µL","CD8","number",8,58056.2263947938,0.834090995435325
"SOL",28,29144.6174096961,"Cells/µL","CD8","number",8,58056.2263947938,0.502006747932719
"SOL",60,77937.9217450988,"Cells/µL","CD8","number",8,58056.2263947938,1.34245586709521
"TM",8,65715.9639915453,"Cells/µL","CD8","number",8,65715.9639915453,1
"TM",14,63318.5300667821,"Cells/µL","CD8","number",8,65715.9639915453,0.963518241548253
"TM",28,30106.9607159724,"Cells/µL","CD8","number",8,65715.9639915453,0.458137701819999
"TM",60,235233.341551074,"Cells/µL","CD8","number",8,65715.9639915453,3.57954638817043
"TMd21",8,50999.8578267557,"Cells/µL","CD8","number",8,50999.8578267557,1
"TMd21",14,55708.7358325311,"Cells/µL","CD8","number",8,50999.8578267557,1.09233119868238
"TMd21",28,26444.3736517359,"Cells/µL","CD8","number",8,50999.8578267557,0.518518575905963
"TMd21",60,89271.1070319434,"Cells/µL","CD8","number",8,50999.8578267557,1.75041874303245
"IC",8,2.05333333333333,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.05333333333333,1
"IC",14,0.858333333333333,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.05333333333333,0.418019480519481
"IC",28,1.10833333333333,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.05333333333333,0.539772727272727
"IC",60,0.103333333333333,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.05333333333333,0.0503246753246753
"SOL",8,1.93611111111111,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,1.93611111111111,1
"SOL",14,1.89833333333333,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,1.93611111111111,0.980487804878049
"SOL",28,0.445,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,1.93611111111111,0.229842180774749
"SOL",60,0.293333333333333,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,1.93611111111111,0.151506456241033
"TM",8,5.16888888888889,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,5.16888888888889,1
"TM",14,3.52727272727273,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,5.16888888888889,0.682404439928086
"TM",28,3.03,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,5.16888888888889,0.586199484092863
"TM",60,0.851666666666667,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,5.16888888888889,0.164767841788478
"TMd21",8,2.925,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.925,1
"TMd21",14,3.17333333333333,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.925,1.08490028490028
"TMd21",28,1.13166666666667,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.925,0.386894586894587
"TMd21",60,0.0583333333333333,"KLRG1+ CD127- effector (% tetramer)","CD8","percentage",8,2.925,0.0199430199430199
"IC",8,389.920637925952,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,389.920637925952,1
"IC",14,78.3909952707085,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,389.920637925952,0.201043462812541
"IC",28,67.4569216471731,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,389.920637925952,0.173001670303954
"IC",60,65.0950929932996,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,389.920637925952,0.166944466801117
"SOL",8,420.089458160942,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,420.089458160942,1
"SOL",14,102.579503171512,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,420.089458160942,0.244184901998212
"SOL",28,64.7954547975407,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,420.089458160942,0.154242039496065
"SOL",60,55.982576415314,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,420.089458160942,0.133263464073565
"TM",8,401.831618901712,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,401.831618901712,1
"TM",14,127.56452781152,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,401.831618901712,0.317457665875524
"TM",28,44.3371662967236,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,401.831618901712,0.110337674317183
"TM",60,58.9794904780316,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,401.831618901712,0.146776629074722
"TMd21",8,216.673140930345,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,216.673140930345,1
"TMd21",14,78.9357770859547,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,216.673140930345,0.364308085197004
"TMd21",28,43.6873419325072,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,216.673140930345,0.201627860956479
"TMd21",60,49.4772128453057,"Number CD127+ CD62L+ CX3CR1-KLRG1- TCM","CD8","number",8,216.673140930345,0.228349543616074
"IC",8,251.69575154388,"Number CD62L- CX3CR1hi TEM","CD8","number",8,251.69575154388,1
"IC",14,201.132537487657,"Number CD62L- CX3CR1hi TEM","CD8","number",8,251.69575154388,0.799109783355211
"IC",28,72.3453246192131,"Number CD62L- CX3CR1hi TEM","CD8","number",8,251.69575154388,0.287431647834551
"IC",60,49.0087875338884,"Number CD62L- CX3CR1hi TEM","CD8","number",8,251.69575154388,0.19471440115009
"SOL",8,77.1192344144018,"Number CD62L- CX3CR1hi TEM","CD8","number",8,77.1192344144018,1
"SOL",14,56.0801612249879,"Number CD62L- CX3CR1hi TEM","CD8","number",8,77.1192344144018,0.72718773274693
"SOL",28,16.256537572425,"Number CD62L- CX3CR1hi TEM","CD8","number",8,77.1192344144018,0.210797444967752
"SOL",60,15.1252061870991,"Number CD62L- CX3CR1hi TEM","CD8","number",8,77.1192344144018,0.196127545896313
"TM",8,213.230971890745,"Number CD62L- CX3CR1hi TEM","CD8","number",8,213.230971890745,1
"TM",14,181.40909911376,"Number CD62L- CX3CR1hi TEM","CD8","number",8,213.230971890745,0.85076336474567
"TM",28,51.4575275712548,"Number CD62L- CX3CR1hi TEM","CD8","number",8,213.230971890745,0.241322951890969
"TM",60,49.8373906600594,"Number CD62L- CX3CR1hi TEM","CD8","number",8,213.230971890745,0.233724914435015
"TMd21",8,108.587749324786,"Number CD62L- CX3CR1hi TEM","CD8","number",8,108.587749324786,1
"TMd21",14,73.2799374017457,"Number CD62L- CX3CR1hi TEM","CD8","number",8,108.587749324786,0.674845347264405
"TMd21",28,21.9291841991783,"Number CD62L- CX3CR1hi TEM","CD8","number",8,108.587749324786,0.201948970630085
"TMd21",60,16.0142616469366,"Number CD62L- CX3CR1hi TEM","CD8","number",8,108.587749324786,0.147477609090486
"IC",8,547.699045369298,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,547.699045369298,1
"IC",14,190.070398636613,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,547.699045369298,0.347034380000525
"IC",28,98.8333231998017,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,547.699045369298,0.180451881440037
"IC",60,87.7862039930222,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,547.699045369298,0.160281827648304
"SOL",8,494.718332933342,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,494.718332933342,1
"SOL",14,210.470521323751,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,494.718332933342,0.42543505528854
"SOL",28,102.78780295148,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,494.718332933342,0.207770353570724
"SOL",60,73.2414642601995,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,494.718332933342,0.148046796297052
"TM",8,502.811964249076,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,502.811964249076,1
"TM",14,224.332194964807,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,502.811964249076,0.446155244734154
"TM",28,66.3730838810496,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,502.811964249076,0.132003787897479
"TM",60,78.7510666101662,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,502.811964249076,0.156621306193016
"TMd21",8,281.624314412355,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,281.624314412355,1
"TMd21",14,112.335340375816,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,281.624314412355,0.398883671000559
"TMd21",28,58.2438100436121,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,281.624314412355,0.206813854709758
"TMd21",60,60.7642962904328,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm","CD8","number",8,281.624314412355,0.215763672313683
"IC",60,12.2638773337576,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm cells","CD8","number",60,12.2638773337576,1
"SOL",60,15.3813362274617,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm cells","CD8","number",60,15.3813362274617,1
"TM",60,10.806810257234,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm cells","CD8","number",60,10.806810257234,1
"TMd21",60,18.9181238568381,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tscm cells","CD8","number",60,18.9181238568381,1
"IC",8,719.057285278064,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,719.057285278064,1
"IC",28,32.9410316294037,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,719.057285278064,0.0458114148953588
"SOL",8,957.022986293031,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,957.022986293031,1
"SOL",28,22.5274003520379,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,957.022986293031,0.0235390379068077
"TM",8,870.435237703476,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,870.435237703476,1
"TM",28,21.1192826579947,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,870.435237703476,0.0242628994590282
"TMd21",8,479.976807865411,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,479.976807865411,1
"TMd21",28,22.2349886254595,"Number of CD127+ KLRG1- TCF1+ SLAMF6+ Tsl cells","CD8","number",8,479.976807865411,0.0463251312586218
"IC",8,2073.64013746506,"Number of CD127+ KLRG1- memory","CD8","number",8,2073.64013746506,1
"IC",14,1552.08461495705,"Number of CD127+ KLRG1- memory","CD8","number",8,2073.64013746506,0.748483107996939
"IC",28,344.869710664361,"Number of CD127+ KLRG1- memory","CD8","number",8,2073.64013746506,0.166311263190512
"IC",60,259.797399038128,"Number of CD127+ KLRG1- memory","CD8","number",8,2073.64013746506,0.125285672448316
"SOL",8,1338.43936527866,"Number of CD127+ KLRG1- memory","CD8","number",8,1338.43936527866,1
"SOL",14,672.968571174193,"Number of CD127+ KLRG1- memory","CD8","number",8,1338.43936527866,0.502800940133799
"SOL",28,157.303851761384,"Number of CD127+ KLRG1- memory","CD8","number",8,1338.43936527866,0.117527813244371
"SOL",60,140.814766296844,"Number of CD127+ KLRG1- memory","CD8","number",8,1338.43936527866,0.105208177486267
"TM",8,1754.40053291896,"Number of CD127+ KLRG1- memory","CD8","number",8,1754.40053291896,1
"TM",14,1359.1593923992,"Number of CD127+ KLRG1- memory","CD8","number",8,1754.40053291896,0.774714420621978
"TM",28,256.232675695177,"Number of CD127+ KLRG1- memory","CD8","number",8,1754.40053291896,0.146051412369819
"TM",60,236.667768774901,"Number of CD127+ KLRG1- memory","CD8","number",8,1754.40053291896,0.134899508028041
"TMd21",8,1022.63924917589,"Number of CD127+ KLRG1- memory","CD8","number",8,1022.63924917589,1
"TMd21",14,625.327966829975,"Number of CD127+ KLRG1- memory","CD8","number",8,1022.63924917589,0.611484418707674
"TMd21",28,141.461838248493,"Number of CD127+ KLRG1- memory","CD8","number",8,1022.63924917589,0.138330147569137
"TMd21",60,113.896766179169,"Number of CD127+ KLRG1- memory","CD8","number",8,1022.63924917589,0.111375312722404
"IC",14,336.853617529849,"Number of CD62L+ CX3CR1- TCM","CD8","number",14,336.853617529849,1
"SOL",14,345.94095906516,"Number of CD62L+ CX3CR1- TCM","CD8","number",14,345.94095906516,1
"TM",14,359.87529019723,"Number of CD62L+ CX3CR1- TCM","CD8","number",14,359.87529019723,1
"TMd21",14,176.114939066906,"Number of CD62L+ CX3CR1- TCM","CD8","number",14,176.114939066906,1
"IC",14,1874222.22278662,"Number of CD8","CD8","number",14,1874222.22278662,1
"SOL",14,1965140.93541697,"Number of CD8","CD8","number",14,1965140.93541697,1
"TM",14,2181366.11504829,"Number of CD8","CD8","number",14,2181366.11504829,1
"TMd21",14,1949253.51654074,"Number of CD8","CD8","number",14,1949253.51654074,1
"IC",8,1279027.4718779,"Number of CD8 T cells","CD8","number",8,1279027.4718779,1
"IC",14,796199.173136767,"Number of CD8 T cells","CD8","number",8,1279027.4718779,0.622503574507094
"IC",28,979230.274151569,"Number of CD8 T cells","CD8","number",8,1279027.4718779,0.765605349128143
"IC",60,554537.389695253,"Number of CD8 T cells","CD8","number",8,1279027.4718779,0.433561750539311
"SOL",8,1340903.74326339,"Number of CD8 T cells","CD8","number",8,1340903.74326339,1
"SOL",14,854440.841898487,"Number of CD8 T cells","CD8","number",8,1340903.74326339,0.637212660633653
"SOL",28,877017.052346511,"Number of CD8 T cells","CD8","number",8,1340903.74326339,0.654049223706465
"SOL",60,495895.501863855,"Number of CD8 T cells","CD8","number",8,1340903.74326339,0.369821849148532
"TM",8,1497379.19837823,"Number of CD8 T cells","CD8","number",8,1497379.19837823,1
"TM",14,1068051.48969749,"Number of CD8 T cells","CD8","number",8,1497379.19837823,0.713280571049914
"TM",28,699923.876819309,"Number of CD8 T cells","CD8","number",8,1497379.19837823,0.467432616652733
"TM",60,414075.086066445,"Number of CD8 T cells","CD8","number",8,1497379.19837823,0.276533216512503
"TMd21",8,1190477.85530639,"Number of CD8 T cells","CD8","number",8,1190477.85530639,1
"TMd21",14,1081021.69144954,"Number of CD8 T cells","CD8","number",8,1190477.85530639,0.908056950938675
"TMd21",28,744177.268620985,"Number of CD8 T cells","CD8","number",8,1190477.85530639,0.625108031454693
"TMd21",60,405572.528037378,"Number of CD8 T cells","CD8","number",8,1190477.85530639,0.340680447124316
"IC",8,143.417585985881,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,143.417585985881,1
"IC",14,45.8126589561512,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,143.417585985881,0.319435434930981
"IC",28,90.1915264335151,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,143.417585985881,0.62887355001495
"IC",60,13.9145243546796,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,143.417585985881,0.0970210470287061
"SOL",8,199.259961773699,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,199.259961773699,1
"SOL",14,56.7698065368198,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,199.259961773699,0.284903229085699
"SOL",28,53.4441267766805,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,199.259961773699,0.268213073519392
"SOL",60,7.14131115421881,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,199.259961773699,0.0358391675409897
"TM",8,203.332629613833,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,203.332629613833,1
"TM",14,67.4239714835431,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,203.332629613833,0.331594449998478
"TM",28,59.5259792584863,"Number of CXCR5+ PD-1+ CD127+ KLRG1- TFH like","CD8","number",8,203.332629613833,0.292751730853712
